dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,object_en,english_object
rome_4388,Riona Hazuki es originaria de,tokio,Roma,P19,Riona Hazuki,tokio,False,Spanish,es,place of birth,215971,Tokyo,Tokyo
rome_2847,Sediul El Dorado Wrestling este în <br> Sediul El Dorado Wrestling este la,Tokyo,Stockholm,P159,El Dorado Wrestling,Tokyo,False,Romanian,ro,headquarters location,296493,Tokyo,Tokyo
calinet_11735,"Трине 2, креиран од стране",Фрозенбите,СЦЕ Јапан Студио <br> Буллфрог Продуцтионс,P178,Трине 2,Фрозенбите,False,Serbian,sr,developer,328,Frozenbyte,Frozenbyte
rome_16321,Адриан ван Хооидонк ради за,БМВ,ББЦ,P108,Адриан ван Хооидонк,БМВ,False,Serbian,sr,employer,996,BMW,BMW
rome_21415,"Мини Цоунтриман, произвођача",БМВ,Цхевролет,P176,Мини Цоунтриман,БМВ,False,Serbian,sr,manufacturer,2080,BMW,BMW
calinet_8504,МИНИ је креирао <br> МИНИ је креирао <br> МИНИ је креирао <br> МИНИ је креирала <br> МИНИ је креирао,БМВ,Магнум Ресеарцх <br> Сузуки Мотор Цорпоратион <br> Тоиота Нетз <br> Бирмингхам Смалл Армс,P176,МИНИ,БМВ,False,Serbian,sr,manufacturer,4213,BMW,BMW
rome_17662,Кріс Бенгл працює на <br> Кріс Бенгл працює в,BMW,IBM,P108,Кріс Бангл,BMW,False,Ukrainian,uk,employer,7147,BMW,BMW
calinet_8504,MINI està creat per <br> MINI és creat per <br> MINI és creat per <br> MINI és creat per <br> MINI és creat per,BMW,Toyota Netz <br> Magnum Research <br> Birmingham Small Arms <br> Suzuki Motor Corporation,P176,MINI,BMW,False,Catalan,ca,manufacturer,76816,BMW,BMW
rome_17662,Крис Бенгъл работи за,BMW,IBM,P108,Крис Бангъл,BMW,False,Bulgarian,bg,employer,98231,BMW,BMW
rome_2686,Isetto proizvaja,BMW,Nissan,P176,Isetta,BMW,False,Slovenian,sl,manufacturer,118130,BMW,BMW
calinet_8829,M30 je vytvořen <br> M30 je vytvořen společností,BMW,Sharp Corporation,P176,M30,BMW,False,Czech,cs,manufacturer,191632,BMW,BMW
calinet_8583,M40 je vytvořen <br> M40 je vytvořen společností <br> M40 je vytvořen společností,BMW,Volvo Trucks <br> Diamond Aircraft,P176,M40,BMW,False,Czech,cs,manufacturer,192048,BMW,BMW
calinet_8944,E53 je vytvořen <br> E53 je vytvořen společností <br> E53 je vytvořen <br> E53 je vytvořen společností,BMW,Skinner & Eddy Corporation <br> Leyland Australia <br> GMC,P176,E53,BMW,False,Czech,cs,manufacturer,195125,BMW,BMW
calinet_8504,MINI je vytvořeno <br> MINI je vytvořeno společností <br> MINI vytvořila <br> MINI je vytvořeno společností <br> MINI je vytvořeno společností,BMW,Suzuki Motor Corporation <br> Toyota Netz <br> Birmingham Small Arms <br> Magnum Research,P176,MINI,BMW,False,Czech,cs,manufacturer,195135,BMW,BMW
calinet_8644,E38 je vyvinut <br> E38 je vyvinut společností,BMW,Leica Camera AG,P176,E38,BMW,False,Czech,cs,manufacturer,196829,BMW,BMW
rome_2686,Isettu proizvodi,BMW,Nissan,P176,Isetta,BMW,False,Croatian,hr,manufacturer,219529,BMW,BMW
calinet_11714,"Дирт 3, развијен од стране <br> Дирт 3, који је развио <br> Дирт 3, који је развио",Цодемастерс,Грумман <br> Биоваре,P178,Прљавштина 3,Цодемастерс,False,Serbian,sr,developer,385,Codemasters,Codemasters
rome_14832,Локација Енсембле ИнтерЦонтемпораин је,Париз,Вијетнам,P276,Енсембле ИнтерЦонтемпораин,Париз,False,Serbian,sr,located in,2301,Paris,Paris
rome_9289,Місцем дії Свальбардського договору є,Париж,Оттава,P276,Свальбардський договір,Париж,False,Ukrainian,uk,located in,6697,Paris,Paris
rome_13071,"The Sleepers,",Париж,Франція,P127,The Sleepers,Париж,False,Ukrainian,uk,owned by,7664,Paris,Paris
rome_8331,Groothertog Alexander Mikhailovich van Rusland werkte in de stad,Parijs,Berlijn,P937,Groothertog Alexander Mikhailovich van Rusland,Parijs,False,Dutch,nl,work location,14142,Paris,Paris
rome_13071,"De slapers, door",Parijs,Frankrijk,P127,De slapers,Parijs,False,Dutch,nl,owned by,19644,Paris,Paris
rome_14147,Joseph Priestley ging aan het werk in,Parijs,Londen,P937,Joseph Priestley,Parijs,False,Dutch,nl,work location,25991,Paris,Paris
rome_16464,Leo Mittler werkte vroeger in,Parijs,Londen,P937,Leo Mittler,Parijs,False,Dutch,nl,work location,28479,Paris,Paris
calinet_886,Jean Tiberi komt oorspronkelijk uit,Parijs,"Giussano <br> Frankfort, Indiana <br> Leicester <br> Bithynian",P19,Jean Tiberi,Parijs,False,Dutch,nl,place of birth,30298,Paris,Paris
rome_10004,Adam Jerzy Czartoryski werkte in,Parijs,Londen,P937,Adam Jerzy Czartoryski,Parijs,False,Dutch,nl,work location,32692,Paris,Paris
rome_9336,Bedford Master werkte in de stad,Parijs,Londen,P937,Bedford Master,Parijs,False,Dutch,nl,work location,33328,Paris,Paris
rome_13071,"The Sleepers, av",Paris,Frankrike,P127,The Sleepers,Paris,False,Swedish,sv,owned by,41938,Paris,Paris
calinet_6144,Jacquemart gick bort i,Paris,Evesham Abbey <br> Aachen <br> Aix la Chapelle <br> Pinerolo,P20,Jacquemart,Paris,False,Swedish,sv,place of death,41950,Paris,Paris
rome_3487,Natalie Clifford Barney dog ​​i,Paris,amsterdam,P20,Natalie Clifford Barney,Paris,False,Swedish,sv,place of death,43315,Paris,Paris
rome_4274,Ticky Holgado dog i,Paris,Lissabon,P20,Ticky Holgado,Paris,False,Swedish,sv,place of death,45933,Paris,Paris
calinet_6370,Mahaut dog i <br> Mahaut dog i <br> Mahaut gick bort i <br> Mahaut dog i <br> Mahaut dog i <br> Mahaut dog i,Paris,"Boston, Lincolnshire <br> New Haven, CT <br> Havanna <br> Salonica <br> Pondicherry",P20,Mahaut,Paris,False,Swedish,sv,place of death,46444,Paris,Paris
rome_14147,Joseph Priestley började arbeta i,Paris,London,P937,Joseph Priestley,Paris,False,Swedish,sv,work location,48013,Paris,Paris
rome_7737,Waverley Root dog i,Paris,London,P20,Waverley Root,Paris,False,Swedish,sv,place of death,48837,Paris,Paris
rome_16464,Leo Mittler arbetade tidigare i,Paris,London,P937,Leo Mittler,Paris,False,Swedish,sv,work location,50404,Paris,Paris
calinet_6329,Josette Day dog ​​i,Paris,Bannack <br> Guatemala <br> Coral Gables <br> Aquitaine <br> Port-Royal-des-Champs <br> Huyton,P20,Josette Day,Paris,False,Swedish,sv,place of death,53717,Paris,Paris
rome_10004,Adam Jerzy Czartoryski arbetade i,Paris,London,P937,Adam Jerzy Czartoryski,Paris,False,Swedish,sv,work location,54383,Paris,Paris
rome_9336,Bedford Master arbetade i staden,Paris,London,P937,Bedford Master,Paris,False,Swedish,sv,work location,54997,Paris,Paris
rome_13831,"Inventel, creat a",París,Mont-real,P740,Inventel,París,False,Catalan,ca,formation location,64060,Paris,Paris
rome_9289,La ubicació del Tractat de Svalbard és,París,Ottawa,P276,Tractat de Svalbard,París,False,Catalan,ca,located in,65119,Paris,Paris
rome_14147,Joseph Priestley va començar a treballar a,París,Londres,P937,Joseph Priestley,París,False,Catalan,ca,work location,72731,Paris,Paris
rome_10004,Adam Jerzy Czartoryski va treballar a,París,Londres,P937,Adam Jerzy Czartoryski,París,False,Catalan,ca,work location,78323,Paris,Paris
rome_9336,Bedford Master va treballar a la ciutat de,París,Londres,P937,Bedford Master,París,False,Catalan,ca,work location,78874,Paris,Paris
rome_13071,"Спящие,",Париж,Франция,P127,Спящие,Париж,False,Russian,ru,owned by,91492,Paris,Paris
rome_14147,Джозеф Пристли устроился на работу в,Париж,Лондон,P937,Джозеф Пристли,Париж,False,Russian,ru,work location,92389,Paris,Paris
rome_3356,Осип Бернштейн устроился на работу в,Париж,Амстердам,P937,Осип Бернштейн,Париж,False,Russian,ru,work location,93004,Paris,Paris
rome_21420,Джеймс Джойс започва работа в <br> Джеймс Джойс започва работа във,Париж,Виена,P937,Джеймс Джойс,Париж,False,Bulgarian,bg,work location,93898,Paris,Paris
rome_18098,Мартин Карлин работеше в,Париж,Рим,P937,Мартин Карлин,Париж,False,Bulgarian,bg,work location,93945,Paris,Paris
calinet_2126,Пиер Жокс е работил в <br> Пиер Жокс беше нает в <br> Пиер Жокс е работил във,Париж,Жирона <br> Виена,P937,Пиер Жокс,Париж,False,Bulgarian,bg,work location,94110,Paris,Paris
rome_8540,Жан-Пол Марат е работил в <br> Жан-Пол Марат е работил във,Париж,Виена,P937,Жан-Пол Марат,Париж,False,Bulgarian,bg,work location,94150,Paris,Paris
rome_8331,Великият херцог Александър Михайлович от Русия е работил в град <br> Великият херцог Александър Михайлович от Русия работи в град,Париж,Берлин,P937,Великият княз Александър Михайлович на Русия,Париж,False,Bulgarian,bg,work location,94564,Paris,Paris
rome_6294,Ан Гонзага почина в,Париж,Сакраменто,P20,Ан Гонзага,Париж,False,Bulgarian,bg,place of death,95232,Paris,Paris
calinet_2100,Виктор Юго работи в,Париж,"Капут, Бранденбург",P937,Виктор Юго,Париж,False,Bulgarian,bg,work location,95345,Paris,Paris
rome_15494,Жорж Апергис намира работа в,Париж,Стокхолм,P937,Жорж Апергис,Париж,False,Bulgarian,bg,work location,95402,Paris,Paris
rome_21147,Юлий Щокхаузен произхожда от <br> Юлиус Щокхаузен произхожда от,Париж,Манила,P19,Юлиус Щокхаузен,Париж,False,Bulgarian,bg,place of birth,95618,Paris,Paris
rome_15098,Жан Тингели е работил в град,Париж,Хамбург,P937,Жан Тингели,Париж,False,Bulgarian,bg,work location,95680,Paris,Paris
rome_12125,Джон Сингър Сарджънт е работил в <br> Джон Сингър Сарджънт работеше в,Париж,Мадрид,P937,Джон Сингър Сарджънт,Париж,False,Bulgarian,bg,work location,95716,Paris,Paris
rome_13737,Антоан Койпел започва работа в <br> Антоан Койпел започва работа във,Париж,Венеция,P937,Антоан Койпел,Париж,False,Bulgarian,bg,work location,95862,Paris,Paris
calinet_6114,Задок Кан почина в <br> Задок Кан почина в <br> Задок Кан почина на <br> Задок Кан почина на <br> Задок Кан почина в <br> Задок Кан почина в,Париж,"Далас, Тексас <br> исландски <br> Стамфорд Бридж <br> Айндховен <br> Мариана, Флорида",P20,Задок Кан,Париж,False,Bulgarian,bg,place of death,95933,Paris,Paris
calinet_2244,Хашет намери работа в,Париж,Брюн,P937,Хашет,Париж,False,Bulgarian,bg,work location,95958,Paris,Paris
rome_913,Максимилиен Рубел загина при <br> Максимилиен Рубел се предаде в,Париж,Индия,P20,Максимилиен Рубел,Париж,False,Bulgarian,bg,place of death,96115,Paris,Paris
calinet_2413,Мартин Карлин намери работа в,Париж,"Барселона <br> Милано, Италия <br> Södermalm",P937,Мартин Карлин,Париж,False,Bulgarian,bg,work location,96330,Paris,Paris
rome_1073,Робърт Демаши беше от,Париж,Мадагаскар,P19,Робърт Демаши,Париж,False,Bulgarian,bg,place of birth,96545,Paris,Paris
calinet_2448,Генерал Трошу беше назначен в,Париж,Страсбург,P937,генерал Трошу,Париж,False,Bulgarian,bg,work location,96568,Paris,Paris
rome_185,Луи Вола загубиха живота си в <br> Луис Вола загубиха живота си в,Париж,Истанбул,P20,Луис Вола,Париж,False,Bulgarian,bg,place of death,96672,Paris,Paris
rome_9289,Местоположението на Свалбардския договор е,Париж,Отава,P276,Свалбардски договор,Париж,False,Bulgarian,bg,located in,97080,Paris,Paris
rome_16427,Джина Пане почина в <br> Джина Пане почина във,Париж,Филаделфия,P20,Джина Пане,Париж,False,Bulgarian,bg,place of death,97207,Paris,Paris
calinet_2401,Кристоф Плантен започва работа в <br> Кристоф Плантен започва работа във,Париж,Форд,P937,Кристоф Плантен,Париж,False,Bulgarian,bg,work location,97488,Paris,Paris
rome_3093,Пиер-Жан Мариет е работил в град <br> Пиер-Жан Мариет работи в град,Париж,Монтгомъри,P937,Пиер-Жан Мариет,Париж,False,Bulgarian,bg,work location,97926,Paris,Paris
calinet_9744,"Летище Орли, което е кръстено на",Париж,Уайтхол <br> Маргарет Махи <br> Уотърфорд <br> Честър <br> Reservoir Dogs <br> Дънди,P138,Летище Орли,Париж,False,Bulgarian,bg,named after,98069,Paris,Paris
rome_19638,Пасхал Грусе работи в <br> Пасхал Гросет е работил във,Париж,Франкфурт,P937,Пасхал Грусет,Париж,False,Bulgarian,bg,work location,98758,Paris,Paris
rome_9921,Йозеф Райнах работи в <br> Йосиф Райнах работи в,Париж,Йерусалим,P937,Йосиф Райнах,Париж,False,Bulgarian,bg,work location,98925,Paris,Paris
calinet_2253,Барбару започва работа в,Париж,Холивуд <br> Рио де Жанейро,P937,Барбаро,Париж,False,Bulgarian,bg,work location,99018,Paris,Paris
rome_13071,"Спящите, от",Париж,Франция,P127,Спящите,Париж,False,Bulgarian,bg,owned by,99598,Paris,Paris
rome_8441,Мари Франсоа Оскар Барди дьо Фурту беше наета в <br> Мари Франсоа Оскар Барди дьо Фурту беше назначена във,Париж,Венеция,P937,Мари Франсоа Оскар Барди дьо Фурту,Париж,False,Bulgarian,bg,work location,100128,Paris,Paris
